Play,Expert,Team,Name,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 3 Percentages,Last 3 Correct,Last 5 Percentages,Last 5 Correct,Temperature,Wind,Humidity,Precipitation,Forecast,Stadium,Roof,Surface,Odds,Units,Payout,Profit,Over?,Under?,Prop Bets
K.Hunt o11.5 receiving yards,Rotowire Sleeper,Kansas City Chiefs,k.hunt,New Orleans Saints,1,1.0,1,1.0,1,1.0,1,67,2,39,1,Partly Cloudy,GEHA Field at Arrowhead Stadium,outdoors,grass,100,1.5,3.0,1.5,1,0,Rec_Yds
J.Johnson o20.5 receiving yards,Rotowire Prizepicks,New Orleans Saints,j.johnson,Kansas City Chiefs,0,0.5,0,0.5,0,0.5,0,67,2,39,1,Partly Cloudy,GEHA Field at Arrowhead Stadium,outdoors,grass,100,1.5,3.0,1.5,1,0,Rec_Yds
M.Tipton o5.5 receiving yards,Rotowire Sleeper,New Orleans Saints,m.tipton,Kansas City Chiefs,0,1.0,1,1.0,1,1.0,1,67,2,39,1,Partly Cloudy,GEHA Field at Arrowhead Stadium,outdoors,grass,100,1.5,3.0,1.5,1,0,Rec_Yds
D.Carr u216.5 passing yards,Rotowire Prizepicks,New Orleans Saints,d.carr,Kansas City Chiefs,0,0.5,0,0.3333333333333333,0,0.5,0,67,2,39,1,Partly Cloudy,GEHA Field at Arrowhead Stadium,outdoors,grass,100,1.5,3.0,1.5,0,1,Pass_Yds
J.Smith-schuster o16.5 receiving yards,Rotowire Sleeper,Kansas City Chiefs,j.smith-schuster,New Orleans Saints,1,0.5,0,0.5,0,0.5,0,67,2,39,1,Partly Cloudy,GEHA Field at Arrowhead Stadium,outdoors,grass,100,1.5,3.0,1.5,1,0,Rec_Yds
A.Kamara u4.5 Recs,cowhitchurch,New Orleans Saints,a.kamara,Kansas City Chiefs,0,0.5,0,0.6666666666666666,1,0.5,0,67,2,39,1,Partly Cloudy,GEHA Field at Arrowhead Stadium,outdoors,grass,115,1.0,2.15,1.15,0,1,Rec
R.Shaheed o20.5 Longest Reception,cowhitchurch,New Orleans Saints,r.shaheed,Kansas City Chiefs,0,0.75,1,0.6666666666666666,1,0.75,1,67,2,39,1,Partly Cloudy,GEHA Field at Arrowhead Stadium,outdoors,grass,-115,0.58,1.0843478260869563,0.5043478260869564,1,0,Rec_Lng
A.Kamara u4.5 Recs,GDAWG5000,New Orleans Saints,a.kamara,Kansas City Chiefs,0,0.5,0,0.6666666666666666,1,0.5,0,67,2,39,1,Partly Cloudy,GEHA Field at Arrowhead Stadium,outdoors,grass,125,0.5,1.125,0.625,0,1,Rec
A.Kamara u4.5 Recs,nick_giffen,New Orleans Saints,a.kamara,Kansas City Chiefs,0,0.5,0,0.6666666666666666,1,0.5,0,67,2,39,1,Partly Cloudy,GEHA Field at Arrowhead Stadium,outdoors,grass,120,1.0,2.2,1.2000000000000002,0,1,Rec
C.Olave o4.5 Recs,kylemurray03,New Orleans Saints,c.olave,Kansas City Chiefs,0,0.5,0,0.6666666666666666,1,0.5,0,67,2,39,1,Partly Cloudy,GEHA Field at Arrowhead Stadium,outdoors,grass,-140,1.4,2.4,1.0,1,0,Rec
R.Shaheed o3.5 Recs,kylemurray03,New Orleans Saints,r.shaheed,Kansas City Chiefs,0,0.5,0,0.6666666666666666,1,0.5,0,67,2,39,1,Partly Cloudy,GEHA Field at Arrowhead Stadium,outdoors,grass,-135,1.35,2.35,1.0,1,0,Rec
N.Gray o2.5 Recs,kylemurray03,Kansas City Chiefs,n.gray,New Orleans Saints,1,0.6666666666666666,1,0.6666666666666666,1,0.6666666666666666,1,67,2,39,1,Partly Cloudy,GEHA Field at Arrowhead Stadium,outdoors,grass,144,1.0,2.44,1.44,1,0,Rec
R.Shaheed o47.5 Rec Yds,Markus_Markets,New Orleans Saints,r.shaheed,Kansas City Chiefs,0,0.75,1,0.6666666666666666,1,0.75,1,67,2,39,1,Partly Cloudy,GEHA Field at Arrowhead Stadium,outdoors,grass,-110,1.0,1.9090909090909087,0.9090909090909092,1,0,Rec_Yds
A.Kamara u4.5 Recs,GreenDotDaily,New Orleans Saints,a.kamara,Kansas City Chiefs,0,0.5,0,0.6666666666666666,1,0.5,0,67,2,39,1,,GEHA Field at Arrowhead Stadium,outdoors,grass,120,1.0,2.2,1.2000000000000002,0,1,Rec
X.Worthy o2.5 Rush Yds,GreenDotDaily,Kansas City Chiefs,x.worthy,New Orleans Saints,1,0.75,1,0.6666666666666666,1,0.75,1,67,2,39,1,,GEHA Field at Arrowhead Stadium,outdoors,grass,-110,1.0,1.9090909090909087,0.9090909090909092,1,0,Rush_Yds
A.Kamara o39.5 Receiving Yards,GreenDotDaily,New Orleans Saints,a.kamara,Kansas City Chiefs,0,0.75,1,1.0,1,0.75,1,67,2,39,1,,GEHA Field at Arrowhead Stadium,outdoors,grass,134,1.0,2.34,1.34,1,0,Rec_Yds
R.Shaheed o59.5 Receiving Yards,GreenDotDaily,New Orleans Saints,r.shaheed,Kansas City Chiefs,0,0.75,1,0.6666666666666666,1,0.75,1,67,2,39,1,,GEHA Field at Arrowhead Stadium,outdoors,grass,170,0.5,1.35,0.8500000000000001,1,0,Rec_Yds
A.Kamara u5.5 Recs,nick_giffen,New Orleans Saints,a.kamara,Kansas City Chiefs,0,0.75,1,0.6666666666666666,1,0.75,1,66,2,39,1,Clear,GEHA Field at Arrowhead Stadium,outdoors,grass,-155,0.5,0.8225806451612903,0.3225806451612902,0,1,Rec
A.Kamara o0.5 rush_td+rec_td,gamblersdream,New Orleans Saints,a.kamara,Kansas City Chiefs,0,0.75,1,0.6666666666666666,1,0.75,1,66,2,39,1,Clear,GEHA Field at Arrowhead Stadium,outdoors,grass,-105,1.05,2.05,0.9999999999999998,1,0,Rush_TD+Rec_TD
K.Hunt o11.5 Rush Att,CeeJPicks,Kansas City Chiefs,k.hunt,New Orleans Saints,1,1.0,1,1.0,1,1.0,1,66,2,39,1,Clear,GEHA Field at Arrowhead Stadium,outdoors,grass,-115,1.15,2.1499999999999995,0.9999999999999996,1,0,Rush_Att
C.Olave o57.5 Rec Yds,CeeJPicks,New Orleans Saints,c.olave,Kansas City Chiefs,0,0.75,1,1.0,1,0.75,1,66,2,39,1,Clear,GEHA Field at Arrowhead Stadium,outdoors,grass,-120,1.2,2.2,1.0000000000000002,1,0,Rec_Yds
A.Kamara o104.5 Rush + Rec Yds,ccentral,New Orleans Saints,a.kamara,Kansas City Chiefs,0,1.0,1,1.0,1,1.0,1,66,2,39,1,Clear,GEHA Field at Arrowhead Stadium,outdoors,grass,-115,1.0,1.869565217391304,0.8695652173913042,1,0,Rush_Yds+Rec_Yds
X.Worthy u3.5 Recs,PvB_Bets,Kansas City Chiefs,x.worthy,New Orleans Saints,1,1.0,1,1.0,1,1.0,1,66,2,39,1,Clear,GEHA Field at Arrowhead Stadium,outdoors,grass,-125,1.0,1.8,0.8,0,1,Rec
D.Carr o212.5 Pass Yds,kylemurray03,New Orleans Saints,d.carr,Kansas City Chiefs,0,0.5,0,0.6666666666666666,1,0.5,0,73,5,39,1,Clear,GEHA Field at Arrowhead Stadium,outdoors,grass,-110,1.1,2.1,1.0,1,0,pass yds
R.Shaheed o50.5 Rush + Rec Yds,charliedisturco,New Orleans Saints,r.shaheed,Kansas City Chiefs,0,0.5,0,0.6666666666666666,1,0.5,0,71,0,39,1,Clear,GEHA Field at Arrowhead Stadium,outdoors,grass,-115,0.58,1.0843478260869563,0.5043478260869564,1,0,Rush_Yds+Rec_Yds
