Play,Expert,Team,Name,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 3 Percentages,Last 3 Correct,Last 5 Percentages,Last 5 Correct,Temperature,Wind,Humidity,Precipitation,Forecast,Stadium,Roof,Surface,Odds,Units,Payout,Profit
L.McConkey o4.5 Recs,Mjaybrxd,Los Angeles Chargers,l.mcconkey,Arizona Cardinals,0.0,0.4,0,0.3333333333333333,0,0.4,0,82,2,18,0,Clear,State Farm,indoors,grass,-140.0,1.0,1.7142857142857144,0.7142857142857144
M.Harrison o49.5 Rec Yds,RoyalsProps,Arizona Cardinals,m.harrison,Los Angeles Chargers,1.0,0.4,0,0.3333333333333333,0,0.4,0,82,2,18,0,Clear,State Farm,indoors,grass,-120.0,1.2,2.2,1.0000000000000002
J.Conner u65.5 Rush Yds,kylemurray03,Arizona Cardinals,j.conner,Los Angeles Chargers,1.0,0.5,0,0.3333333333333333,0,0.4,0,82,2,18,0,Clear,State Farm,indoors,grass,-110.0,1.1,2.1,1.0
J.Hill o30.5 Rush + Rec Yds,cowhitchurch,Baltimore Ravens,j.hill,Tampa Bay Buccaneers,0.0,0.6666666666666666,1,0.3333333333333333,0,0.6,1,77,9,74,2,Clear,Raymond James,outdoors,grass,-114.0,0.57,1.0699999999999998,0.4999999999999999
J.Dobbins o75.5 Rush Yds,CeeJPicks,Los Angeles Chargers,j.dobbins,Arizona Cardinals,0.0,0.6,1,0.3333333333333333,0,0.6,1,83,2,17,0,Clear,State Farm,indoors,grass,-115.0,1.15,2.1499999999999995,0.9999999999999996
Z.Flowers o61.5 Rec Yds,cawright95,Baltimore Ravens,z.flowers,Tampa Bay Buccaneers,0.0,0.5,0,0.6666666666666666,1,0.6,1,77,9,74,2,Clear,Raymond James,outdoors,grass,-115.0,1.15,2.1499999999999995,0.9999999999999996
C.Godwin o0.5 rush_td+rec_td,gneiffer07,Tampa Bay Buccaneers,c.godwin,Baltimore Ravens,1.0,0.6666666666666666,1,0.3333333333333333,0,0.6,1,77,9,74,2,Clear,Raymond James,outdoors,grass,160.0,1.0,2.6,1.6
S.Shepard u2.5 Recs,MoneylineHacks,Tampa Bay Buccaneers,s.shepard,Baltimore Ravens,1.0,0.3333333333333333,0,0.3333333333333333,0,0.3333333333333333,0,77,9,74,2,Clear,Raymond James,outdoors,grass,-180.0,1.0,1.5555555555555556,0.5555555555555556
R.White u27.5 Rush Yds,cowhitchurch,Tampa Bay Buccaneers,r.white,Baltimore Ravens,1.0,0.4,0,0.3333333333333333,0,0.4,0,77,9,73,0,Clear,Raymond James,outdoors,grass,-110.0,0.55,1.05,0.5
M.Evans o0.5 rush_td+rec_td,shadybiev,Tampa Bay Buccaneers,m.evans,Baltimore Ravens,1.0,0.5,0,0.6666666666666666,1,0.4,0,77,9,73,0,Clear,Raymond James,outdoors,grass,130.0,1.5,3.45,1.95
M.Harrison o52.5 Rec Yds,shadybiev,Arizona Cardinals,m.harrison,Los Angeles Chargers,1.0,0.4,0,0.3333333333333333,0,0.4,0,83,2,17,0,Clear,State Farm,indoors,grass,-115.0,1.73,3.2343478260869563,1.5043478260869565
K.Murray o32.5 rushing yards,Rotowire Prizepicks,Arizona Cardinals,k.murray,Los Angeles Chargers,1.0,0.6666666666666666,1,0.3333333333333333,0,0.6,1,83,2,17,0,Partly Cloudy,State Farm,indoors,grass,100.0,1.5,3.0,1.5
D.Henry o5.5 Rec Yds,TopShelfAction,Baltimore Ravens,d.henry,Tampa Bay Buccaneers,0.0,0.6,1,0.3333333333333333,0,0.6,1,77,9,73,0,Clear,Raymond James,outdoors,grass,100.0,1.1,2.2,1.1
D.Henry o89.5 Rush Yds,TopShelfAction,Baltimore Ravens,d.henry,Tampa Bay Buccaneers,0.0,0.6666666666666666,1,1.0,1,0.8,1,77,9,73,0,Clear,Raymond James,outdoors,grass,106.0,0.7,1.442,0.742
G.Dortch o24.5 Rec Yds,TopShelfAction,Arizona Cardinals,g.dortch,Los Angeles Chargers,1.0,0.6666666666666666,1,0.6666666666666666,1,0.6,1,83,2,17,0,Partly Cloudy,State Farm,indoors,grass,110.0,1.1,2.3100000000000005,1.2100000000000004
W.Dissly o24.5 Rec Yds,ThePropfessor_,Los Angeles Chargers,w.dissly,Arizona Cardinals,0.0,0.4,0,0.3333333333333333,0,0.4,0,83,2,17,0,Partly Cloudy,State Farm,indoors,grass,-115.0,1.15,2.1499999999999995,0.9999999999999996
J.Dobbins o81.5 Rush Yds,MikeRandle,Los Angeles Chargers,j.dobbins,Arizona Cardinals,0.0,0.6,1,0.3333333333333333,0,0.6,1,83,2,17,0,Partly Cloudy,State Farm,indoors,grass,-112.0,1.0,1.8928571428571428,0.8928571428571428
G.Dortch o21.5 Rec Yds,PvB_Bets,Arizona Cardinals,g.dortch,Los Angeles Chargers,1.0,0.6666666666666666,1,0.6666666666666666,1,0.6,1,83,2,17,0,Partly Cloudy,State Farm,indoors,grass,-118.0,1.0,1.847457627118644,0.847457627118644
J.Herbert u3.5 Rush Att,PvB_Bets,Los Angeles Chargers,j.herbert,Arizona Cardinals,0.0,0.4,0,0.6666666666666666,1,0.4,0,83,2,17,0,Partly Cloudy,State Farm,indoors,grass,-130.0,1.0,1.7692307692307692,0.7692307692307692
R.Bateman o0.5 rush_td+rec_td,sirlockselot_,Baltimore Ravens,r.bateman,Tampa Bay Buccaneers,0.0,0.3333333333333333,0,0.3333333333333333,0,0.4,0,81,9,73,0,Clear,Raymond James,outdoors,grass,340.0,1.0,4.4,3.4000000000000004
K.Vidal o26.5 Rush + Rec Yds,PropBetGuy,Los Angeles Chargers,k.vidal,Arizona Cardinals,0.0,1.0,1,1.0,1,1.0,1,82,2,17,0,Partly Cloudy,State Farm,indoors,grass,-119.0,1.19,2.19,1.0
B.Irving o26.5 rushing yards,Rotowire Prizepicks,Tampa Bay Buccaneers,b.irving,Baltimore Ravens,1.0,0.8333333333333334,1,1.0,1,0.8,1,81,9,73,0,Clear,Raymond James,outdoors,grass,100.0,1.5,3.0,1.5
T.McBride o51.5 Rec Yds,FirefighterBets,Arizona Cardinals,t.mcbride,Los Angeles Chargers,1.0,0.6,1,0.6666666666666666,1,0.6,1,86,3,17,0,Clear,State Farm,indoors,grass,-120.0,1.0,1.8333333333333333,0.8333333333333335
Z.Flowers o5.5 Recs,FirefighterBets,Baltimore Ravens,z.flowers,Tampa Bay Buccaneers,0.0,0.6666666666666666,1,0.6666666666666666,1,0.6,1,81,9,73,0,Clear,Raymond James,outdoors,grass,100.0,1.0,2.0,1.0
M.Andrews o27.5 Rec Yds,FirefighterBets,Baltimore Ravens,m.andrews,Tampa Bay Buccaneers,0.0,0.5,0,0.6666666666666666,1,0.6,1,81,9,73,0,Clear,Raymond James,outdoors,grass,-115.0,1.0,1.869565217391304,0.8695652173913042
